Name,Typing,Size,Abilities,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total Base Stats
Togedemaru-Totem,"ELECTRIC,STEEL","0.6 m, 13 kg",Sturdy,65,98,63,40,73,96,435
Mimikyu,"GHOST,FAIRY","0.2 m, 0.7 kg",Disguise,55,90,80,50,105,96,476
Mimikyu-Busted,"GHOST,FAIRY","0.2 m, 0.7 kg",Disguise,55,90,80,50,105,96,476
Mimikyu-Totem,"GHOST,FAIRY","0.4 m, 2.8 kg",Disguise,55,90,80,50,105,96,476
Mimikyu-Busted-Totem,"GHOST,FAIRY","0.4 m, 2.8 kg",Disguise,55,90,80,50,105,96,476
Bruxish,"WATER,PSYCHIC","0.9 m, 19 kg","Dazzling,Strong Jaw,Wonder Skin",68,105,70,70,70,92,475
Drampa,"NORMAL,DRAGON","3 m, 185 kg","Berserk,Sap Sipper,Cloud Nine",78,60,85,135,91,36,485
Dhelmise,"GHOST,GRASS","3.9 m, 210 kg",Steelworker,70,131,100,86,90,40,517
Jangmo-o,DRAGON,"0.6 m, 29.7 kg","Bulletproof,Soundproof,Overcoat",45,55,65,45,45,45,300
Hakamo-o,"DRAGON,FIGHTING","1.2 m, 47 kg","Bulletproof,Soundproof,Overcoat",55,75,90,65,70,65,420
Kommo-o,"DRAGON,FIGHTING","1.6 m, 78.2 kg","Bulletproof,Soundproof,Overcoat",75,110,125,100,105,85,600
Kommo-o-Totem,"DRAGON,FIGHTING","2.4 m, 207.5 kg",Overcoat,75,110,125,100,105,85,600
Tapu Koko,"ELECTRIC,FAIRY","1.8 m, 20.5 kg","Electric Surge,Telepathy",70,115,85,95,75,130,570
Tapu Lele,"PSYCHIC,FAIRY","1.2 m, 18.6 kg","Psychic Surge,Telepathy",70,85,75,130,115,95,570
Tapu Bulu,"GRASS,FAIRY","1.9 m, 45.5 kg","Grassy Surge,Telepathy",70,130,115,85,95,75,570
Tapu Fini,"WATER,FAIRY","1.3 m, 21.2 kg","Misty Surge,Telepathy",70,75,115,95,130,85,570
Cosmog,PSYCHIC,"0.2 m, 0.1 kg",Unaware,43,29,31,29,31,37,200
Cosmoem,PSYCHIC,"0.1 m, 999.9 kg",Sturdy,43,29,131,29,131,37,400
Solgaleo,"PSYCHIC,STEEL","3.4 m, 230 kg",Full Metal Body,137,137,107,113,89,97,680
Lunala,"PSYCHIC,GHOST","4 m, 120 kg",Shadow Shield,137,113,89,137,107,97,680
Nihilego,"ROCK,POISON","1.2 m, 55.5 kg",Beast Boost,109,53,47,127,131,103,570
Buzzwole,"BUG,FIGHTING","2.4 m, 333.6 kg",Beast Boost,107,139,139,53,53,79,570
Pheromosa,"BUG,FIGHTING","1.8 m, 25 kg",Beast Boost,71,137,37,137,37,151,570
Xurkitree,ELECTRIC,"3.8 m, 100 kg",Beast Boost,83,89,71,173,71,83,570
Celesteela,"STEEL,FLYING","9.2 m, 999.9 kg",Beast Boost,97,101,103,107,101,61,570
Kartana,"GRASS,STEEL","0.3 m, 0.1 kg",Beast Boost,59,181,131,59,31,109,570
Guzzlord,"DARK,DRAGON","5.5 m, 888 kg",Beast Boost,223,101,53,97,53,43,570
Necrozma,PSYCHIC,"2.4 m, 230 kg",Prism Armor,97,107,101,127,89,79,600
Necrozma-Dusk-Mane,"PSYCHIC,STEEL","3.8 m, 460 kg",Prism Armor,97,157,127,113,109,77,680
Necrozma-Dawn-Wings,"PSYCHIC,GHOST","4.2 m, 350 kg",Prism Armor,97,113,109,157,127,77,680
Necrozma-Ultra,"PSYCHIC,DRAGON","7.5 m, 230 kg",Neuroforce,97,167,97,167,97,129,754
Magearna,"STEEL,FAIRY","1 m, 80.5 kg",Soul-Heart,80,95,115,130,115,65,600
Magearna-Original,"STEEL,FAIRY","1 m, 80.5 kg",Soul-Heart,80,95,115,130,115,65,600
Marshadow,"FIGHTING,GHOST","0.7 m, 22.2 kg",Technician,90,125,80,90,90,125,600
Poipole,POISON,"0.6 m, 1.8 kg",Beast Boost,67,73,67,73,67,73,420
Naganadel,"POISON,DRAGON","3.6 m, 150 kg",Beast Boost,73,73,73,127,73,121,540
Stakataka,"ROCK,STEEL","5.5 m, 820 kg",Beast Boost,61,131,211,53,101,13,570
Blacephalon,"FIRE,GHOST","1.8 m, 13 kg",Beast Boost,53,127,53,151,79,107,570
Zeraora,ELECTRIC,"1.5 m, 44.5 kg",Volt Absorb,88,112,75,102,80,143,600
Meltan,STEEL,"0.2 m, 8 kg",Magnet Pull,46,65,65,55,35,34,300
Melmetal,STEEL,"2.5 m, 800 kg",Iron Fist,135,143,143,80,65,34,600
Melmetal-Gmax,STEEL,"25 m, 0 kg",Iron Fist,135,143,143,80,65,34,600
Grookey,GRASS,"0.3 m, 5 kg","Overgrow,Grassy Surge",50,65,50,40,40,65,310
Thwackey,GRASS,"0.7 m, 14 kg","Overgrow,Grassy Surge",70,85,70,55,60,80,420
Rillaboom,GRASS,"2.1 m, 90 kg","Overgrow,Grassy Surge",100,125,90,60,70,85,530
Rillaboom-Gmax,GRASS,"3 m, 0 kg","Overgrow,Grassy Surge",100,125,90,60,70,85,530
Scorbunny,FIRE,"0.3 m, 4.5 kg","Blaze,Libero",50,71,40,40,40,69,310
Raboot,FIRE,"0.6 m, 9 kg","Blaze,Libero",65,86,60,55,60,94,420
Cinderace,FIRE,"1.4 m, 33 kg","Blaze,Libero",80,116,75,65,75,119,530
Cinderace-Gmax,FIRE,"3 m, 0 kg","Blaze,Libero",80,116,75,65,75,119,530
Sobble,WATER,"0.3 m, 4 kg","Torrent,Sniper",50,40,40,70,40,70,310
Drizzile,WATER,"0.7 m, 11.5 kg","Torrent,Sniper",65,60,55,95,55,90,420
Inteleon,WATER,"1.9 m, 45.2 kg","Torrent,Sniper",70,85,65,125,65,120,530
Inteleon-Gmax,WATER,"3 m, 0 kg","Torrent,Sniper",70,85,65,125,65,120,530
Skwovet,NORMAL,"0.3 m, 2.5 kg","Cheek Pouch,Gluttony",70,55,55,35,35,25,275
Greedent,NORMAL,"0.6 m, 6 kg","Cheek Pouch,Gluttony",120,95,95,55,75,20,460
Rookidee,FLYING,"0.2 m, 1.8 kg","Keen Eye,Unnerve,Big Pecks",38,47,35,33,35,57,245
Corvisquire,FLYING,"0.8 m, 16 kg","Keen Eye,Unnerve,Big Pecks",68,67,55,43,55,77,365
Corviknight,"FLYING,STEEL","2.2 m, 75 kg","Pressure,Unnerve,Mirror Armor",98,87,105,53,85,67,495
Corviknight-Gmax,"FLYING,STEEL","14 m, 0 kg","Pressure,Unnerve,Mirror Armor",98,87,105,53,85,67,495
Blipbug,BUG,"0.4 m, 8 kg","Swarm,Compound Eyes,Telepathy",25,20,20,25,45,45,180
Dottler,"BUG,PSYCHIC","0.4 m, 19.5 kg","Swarm,Compound Eyes,Telepathy",50,35,80,50,90,30,335
Orbeetle,"BUG,PSYCHIC","0.4 m, 40.8 kg","Swarm,Frisk,Telepathy",60,45,110,80,120,90,505
Orbeetle-Gmax,"BUG,PSYCHIC","14 m, 0 kg","Swarm,Frisk,Telepathy",60,45,110,80,120,90,505
Nickit,DARK,"0.6 m, 8.9 kg","Run Away,Unburden,Stakeout",40,28,28,47,52,50,245
Thievul,DARK,"1.2 m, 19.9 kg","Run Away,Unburden,Stakeout",70,58,58,87,92,90,455
Gossifleur,GRASS,"0.4 m, 2.2 kg","Cotton Down,Regenerator,Effect Spore",40,40,60,40,60,10,250
Eldegoss,GRASS,"0.5 m, 2.5 kg","Cotton Down,Regenerator,Effect Spore",60,50,90,80,120,60,460
Wooloo,NORMAL,"0.6 m, 6 kg","Fluffy,Run Away,Bulletproof",42,40,55,40,45,48,270
Dubwool,NORMAL,"1.3 m, 43 kg","Fluffy,Steadfast,Bulletproof",72,80,100,60,90,88,490
Chewtle,WATER,"0.3 m, 8.5 kg","Strong Jaw,Shell Armor,Swift Swim",50,64,50,38,38,44,284
Drednaw,"WATER,ROCK","1 m, 115.5 kg","Strong Jaw,Shell Armor,Swift Swim",90,115,90,48,68,74,485
Drednaw-Gmax,"WATER,ROCK","24 m, 0 kg","Strong Jaw,Shell Armor,Swift Swim",90,115,90,48,68,74,485
Yamper,ELECTRIC,"0.3 m, 13.5 kg","Ball Fetch,Rattled",59,45,50,40,50,26,270
Boltund,ELECTRIC,"1 m, 34 kg","Strong Jaw,Competitive",69,90,60,90,60,121,490
Rolycoly,ROCK,"0.3 m, 12 kg","Steam Engine,Heatproof,Flash Fire",30,40,50,40,50,30,240
Carkol,"ROCK,FIRE","1.1 m, 78 kg","Steam Engine,Flame Body,Flash Fire",80,60,90,60,70,50,410
Coalossal,"ROCK,FIRE","2.8 m, 310.5 kg","Steam Engine,Flame Body,Flash Fire",110,80,120,80,90,30,510
Coalossal-Gmax,"ROCK,FIRE","42 m, 0 kg","Steam Engine,Flame Body,Flash Fire",110,80,120,80,90,30,510
Applin,"GRASS,DRAGON","0.2 m, 0.5 kg","Ripen,Gluttony,Bulletproof",40,40,80,40,40,20,260
Flapple,"GRASS,DRAGON","0.3 m, 1 kg","Ripen,Gluttony,Hustle",70,110,80,95,60,70,485
Flapple-Gmax,"GRASS,DRAGON","24 m, 0 kg","Ripen,Gluttony,Hustle",70,110,80,95,60,70,485
Appletun,"GRASS,DRAGON","0.4 m, 13 kg","Ripen,Gluttony,Thick Fat",110,85,80,100,80,30,485
Appletun-Gmax,"GRASS,DRAGON","24 m, 0 kg","Ripen,Gluttony,Thick Fat",110,85,80,100,80,30,485
Silicobra,GROUND,"2.2 m, 7.6 kg","Sand Spit,Shed Skin,Sand Veil",52,57,75,35,50,46,315
Sandaconda,GROUND,"3.8 m, 65.5 kg","Sand Spit,Shed Skin,Sand Veil",72,107,125,65,70,71,510
Sandaconda-Gmax,GROUND,"22 m, 0 kg","Sand Spit,Shed Skin,Sand Veil",72,107,125,65,70,71,510
Cramorant,"FLYING,WATER","0.8 m, 18 kg",Gulp Missile,70,85,55,85,95,85,475
Cramorant-Gulping,"FLYING,WATER","0.8 m, 18 kg",Gulp Missile,70,85,55,85,95,85,475
Cramorant-Gorging,"FLYING,WATER","0.8 m, 18 kg",Gulp Missile,70,85,55,85,95,85,475
Arrokuda,WATER,"0.5 m, 1 kg","Swift Swim,Propeller Tail",41,63,40,40,30,66,280
Barraskewda,WATER,"1.3 m, 30 kg","Swift Swim,Propeller Tail",61,123,60,60,50,136,490
Toxel,"ELECTRIC,POISON","0.4 m, 11 kg","Rattled,Static,Klutz",40,38,35,54,35,40,242
Toxtricity,"ELECTRIC,POISON","1.6 m, 40 kg","Punk Rock,Plus,Technician",75,98,70,114,70,75,502
Toxtricity-Low-Key,"ELECTRIC,POISON","1.6 m, 40 kg","Punk Rock,Minus,Technician",75,98,70,114,70,75,502
Toxtricity-Gmax,"ELECTRIC,POISON","24 m, 0 kg","Punk Rock,Plus,Technician",75,98,70,114,70,75,502
Toxtricity-Low-Key-Gmax,"ELECTRIC,POISON","24 m, 0 kg","Punk Rock,Minus,Technician",75,98,70,114,70,75,502
Sizzlipede,"FIRE,BUG","0.7 m, 1 kg","Flash Fire,White Smoke,Flame Body",50,65,45,50,50,45,305
Centiskorch,"FIRE,BUG","3 m, 120 kg","Flash Fire,White Smoke,Flame Body",100,115,65,90,90,65,525
Centiskorch-Gmax,"FIRE,BUG","75 m, 0 kg","Flash Fire,White Smoke,Flame Body",100,115,65,90,90,65,525
Clobbopus,FIGHTING,"0.6 m, 4 kg","Limber,Technician",50,68,60,50,50,32,310
Grapploct,FIGHTING,"1.6 m, 39 kg","Limber,Technician",80,118,90,70,80,42,480
Sinistea,GHOST,"0.1 m, 0.2 kg","Weak Armor,Cursed Body",40,45,45,74,54,50,308
Sinistea-Antique,GHOST,"0.1 m, 0.2 kg","Weak Armor,Cursed Body",40,45,45,74,54,50,308
Polteageist,GHOST,"0.2 m, 0.4 kg","Weak Armor,Cursed Body",60,65,65,134,114,70,508
Polteageist-Antique,GHOST,"0.2 m, 0.4 kg","Weak Armor,Cursed Body",60,65,65,134,114,70,508
Hatenna,PSYCHIC,"0.4 m, 3.4 kg","Healer,Anticipation,Magic Bounce",42,30,45,56,53,39,265
Hattrem,PSYCHIC,"0.6 m, 4.8 kg","Healer,Anticipation,Magic Bounce",57,40,65,86,73,49,370
Hatterene,"PSYCHIC,FAIRY","2.1 m, 5.1 kg","Healer,Anticipation,Magic Bounce",57,90,95,136,103,29,510
Hatterene-Gmax,"PSYCHIC,FAIRY","26 m, 0 kg","Healer,Anticipation,Magic Bounce",57,90,95,136,103,29,510
Impidimp,"DARK,FAIRY","0.4 m, 5.5 kg","Prankster,Frisk,Pickpocket",45,45,30,55,40,50,265
Morgrem,"DARK,FAIRY","0.8 m, 12.5 kg","Prankster,Frisk,Pickpocket",65,60,45,75,55,70,370
Grimmsnarl,"DARK,FAIRY","1.5 m, 61 kg","Prankster,Frisk,Pickpocket",95,120,65,95,75,60,510
Grimmsnarl-Gmax,"DARK,FAIRY","32 m, 0 kg","Prankster,Frisk,Pickpocket",95,120,65,95,75,60,510
Obstagoon,"DARK,NORMAL","1.6 m, 46 kg","Reckless,Guts,Defiant",93,90,101,60,81,95,520
Perrserker,STEEL,"0.8 m, 28 kg","Battle Armor,Tough Claws,Steely Spirit",70,110,100,50,60,50,440
Cursola,GHOST,"1 m, 0.4 kg","Weak Armor,Perish Body",60,95,50,145,130,30,510
Sirfetch’d,FIGHTING,"0.8 m, 117 kg","Steadfast,Scrappy",62,135,95,68,82,65,507
Mr. Rime,"ICE,PSYCHIC","1.5 m, 58.2 kg","Tangled Feet,Screen Cleaner,Ice Body",80,85,75,110,100,70,520
Runerigus,"GROUND,GHOST","1.6 m, 66.6 kg",Wandering Spirit,58,95,145,50,105,30,483
Milcery,FAIRY,"0.2 m, 0.3 kg","Sweet Veil,Aroma Veil",45,40,40,50,61,34,270
Alcremie,FAIRY,"0.3 m, 0.5 kg","Sweet Veil,Aroma Veil",65,60,75,110,121,64,495
Alcremie-Gmax,FAIRY,"30 m, 0 kg","Sweet Veil,Aroma Veil",65,60,75,110,121,64,495
Falinks,FIGHTING,"3 m, 62 kg","Battle Armor,Defiant",65,100,100,70,60,75,470
Pincurchin,ELECTRIC,"0.3 m, 1 kg","Lightning Rod,Electric Surge",48,101,95,91,85,15,435
Snom,"ICE,BUG","0.3 m, 3.8 kg","Shield Dust,Ice Scales",30,25,35,45,30,20,185
Frosmoth,"ICE,BUG","1.3 m, 42 kg","Shield Dust,Ice Scales",70,65,60,125,90,65,475
Stonjourner,ROCK,"2.5 m, 520 kg",Power Spot,100,125,135,20,20,70,470
Eiscue,ICE,"1.4 m, 89 kg",Ice Face,75,80,110,65,90,50,470
Eiscue-Noice,ICE,"1.4 m, 89 kg",Ice Face,75,80,70,65,50,130,470
Indeedee,"PSYCHIC,NORMAL","0.9 m, 28 kg","Inner Focus,Synchronize,Psychic Surge",60,65,55,105,95,95,475
Indeedee-F,"PSYCHIC,NORMAL","0.9 m, 28 kg","Own Tempo,Synchronize,Psychic Surge",70,55,65,95,105,85,475
Morpeko,"ELECTRIC,DARK","0.3 m, 3 kg",Hunger Switch,58,95,58,70,58,97,436
Morpeko-Hangry,"ELECTRIC,DARK","0.3 m, 3 kg",Hunger Switch,58,95,58,70,58,97,436
Cufant,STEEL,"1.2 m, 100 kg","Sheer Force,Heavy Metal",72,80,49,40,49,40,330
Copperajah,STEEL,"3 m, 650 kg","Sheer Force,Heavy Metal",122,130,69,80,69,30,500
Copperajah-Gmax,STEEL,"23 m, 0 kg","Sheer Force,Heavy Metal",122,130,69,80,69,30,500
Dracozolt,"ELECTRIC,DRAGON","1.8 m, 190 kg","Volt Absorb,Hustle,Sand Rush",90,100,90,80,70,75,505
Arctozolt,"ELECTRIC,ICE","2.3 m, 150 kg","Volt Absorb,Static,Slush Rush",90,100,90,90,80,55,505
Dracovish,"WATER,DRAGON","2.3 m, 215 kg","Water Absorb,Strong Jaw,Sand Rush",90,90,100,70,80,75,505
Arctovish,"WATER,ICE","2 m, 175 kg","Water Absorb,Ice Body,Slush Rush",90,90,100,80,90,55,505
Duraludon,"STEEL,DRAGON","1.8 m, 40 kg","Light Metal,Heavy Metal,Stalwart",70,95,115,120,50,85,535
Duraludon-Gmax,"STEEL,DRAGON","43 m, 0 kg","Light Metal,Heavy Metal,Stalwart",70,95,115,120,50,85,535
Dreepy,"DRAGON,GHOST","0.5 m, 2 kg","Clear Body,Infiltrator,Cursed Body",28,60,30,40,30,82,270
Drakloak,"DRAGON,GHOST","1.4 m, 11 kg","Clear Body,Infiltrator,Cursed Body",68,80,50,60,50,102,410
Dragapult,"DRAGON,GHOST","3 m, 50 kg","Clear Body,Infiltrator,Cursed Body",88,120,75,100,75,142,600
Zacian,FAIRY,"2.8 m, 110 kg",Intrepid Sword,92,130,115,80,115,138,670
Zacian-Crowned,"FAIRY,STEEL","2.8 m, 355 kg",Intrepid Sword,92,170,115,80,115,148,720
Zamazenta,FIGHTING,"2.9 m, 210 kg",Dauntless Shield,92,130,115,80,115,138,670
Zamazenta-Crowned,"FIGHTING,STEEL","2.9 m, 785 kg",Dauntless Shield,92,130,145,80,145,128,720
Eternatus,"POISON,DRAGON","20 m, 950 kg",Pressure,140,85,95,145,95,130,690
Eternatus-Eternamax,"POISON,DRAGON","100 m, 0 kg",Pressure,255,115,250,125,250,130,1125
Kubfu,FIGHTING,"0.6 m, 12 kg",Inner Focus,60,90,60,53,50,72,385
Urshifu,"FIGHTING,DARK","1.9 m, 105 kg",Unseen Fist,100,130,100,63,60,97,550
Urshifu-Rapid-Strike,"FIGHTING,WATER","1.9 m, 105 kg",Unseen Fist,100,130,100,63,60,97,550
Urshifu-Gmax,"FIGHTING,DARK","3 m, 0 kg",Unseen Fist,100,130,100,63,60,97,550
Urshifu-Rapid-Strike-Gmax,"FIGHTING,WATER","1.9 m, 105 kg",Unseen Fist,100,130,100,63,60,97,550
Zarude,"DARK,GRASS","1.8 m, 70 kg",Leaf Guard,105,120,105,70,95,105,600
Zarude-Dada,"DARK,GRASS","1.8 m, 70 kg",Leaf Guard,105,120,105,70,95,105,600
Regieleki,ELECTRIC,"1.2 m, 145 kg",Transistor,80,100,50,100,50,200,580
Regidrago,DRAGON,"2.1 m, 200 kg",Dragon's Maw,200,100,50,100,50,80,580
Glastrier,ICE,"2.2 m, 800 kg",Chilling Neigh,100,145,130,65,110,30,580
Spectrier,GHOST,"2 m, 44.5 kg",Grim Neigh,100,65,60,145,80,130,580
Calyrex,"PSYCHIC,GRASS","1.1 m, 7.7 kg",Unnerve,100,80,80,80,80,80,500
Calyrex-Ice,"PSYCHIC,ICE","2.4 m, 809.1 kg",As One (Glastrier),100,165,150,85,130,50,680
Calyrex-Shadow,"PSYCHIC,GHOST","2.4 m, 53.6 kg",As One (Spectrier),100,85,80,165,100,150,680
MissingNo.,"BIRD,NORMAL","3 m, 1590.8 kg",N/A,33,136,0,6,6,29,210
Syclar,"ICE,BUG","0.2 m, 4 kg","Compound Eyes,Snow Cloak,Ice Body",40,76,45,74,39,91,365
Syclant,"ICE,BUG","1.7 m, 52 kg","Compound Eyes,Mountaineer,Ice Body",70,116,70,114,64,121,555
Revenankh,"GHOST,FIGHTING","1.8 m, 44 kg","Shed Skin,Air Lock,Triage",90,105,90,65,110,65,525
Embirch,"FIRE,GRASS","0.6 m, 15 kg","Reckless,Leaf Guard,Chlorophyll",60,40,55,65,40,60,320
Flarelm,"FIRE,GRASS","1.4 m, 73 kg","Rock Head,Battle Armor,White Smoke",90,50,95,75,70,40,420
Pyroak,"FIRE,GRASS","2.1 m, 168 kg","Rock Head,Battle Armor,White Smoke",120,70,105,95,90,60,540
Breezi,"POISON,FLYING","0.4 m, 0.6 kg","Unburden,Own Tempo,Frisk",50,46,69,60,50,75,350
Fidgit,"POISON,GROUND","0.9 m, 53 kg","Persistent,Vital Spirit,Frisk",95,76,109,90,80,105,555
Rebble,ROCK,"0.3 m, 7 kg","Levitate,Solid Rock,Sniper",45,25,65,75,55,80,345
Tactite,ROCK,"0.6 m, 16 kg","Levitate,Technician,Sniper",70,40,65,100,65,95,435
Stratagem,ROCK,"0.9 m, 45 kg","Levitate,Technician,Sniper",90,60,65,120,70,130,535
Privatyke,"WATER,FIGHTING","1 m, 35 kg","Unaware,Technician",65,75,65,40,60,45,350
Arghonaut,"WATER,FIGHTING","1.7 m, 151 kg","Unaware,Technician",105,110,95,70,100,75,555
Kitsunoh,"GHOST,STEEL","1.1 m, 51 kg","Frisk,Limber,Iron Fist",80,103,85,55,80,110,513
Cyclohm,"ELECTRIC,DRAGON","1.6 m, 59 kg","Shield Dust,Static,Damp",108,60,118,112,70,80,548
Colossoil,"DARK,GROUND","2.6 m, 683.6 kg","Rebound,Guts,Unnerve",133,122,72,71,72,95,565
Krilowatt,"ELECTRIC,WATER","0.7 m, 10.6 kg","Trace,Magic Guard,Minus",151,84,73,83,74,105,570
Voodoll,"NORMAL,DARK","1 m, 25 kg","Volt Absorb,Lightning Rod,Cursed Body",55,40,55,75,50,70,345
Voodoom,"FIGHTING,DARK","2 m, 75.5 kg","Volt Absorb,Lightning Rod,Cursed Body",90,85,80,105,80,110,550
Scratchet,"NORMAL,FIGHTING","0.5 m, 20 kg","Scrappy,Prankster,Vital Spirit",55,85,80,20,70,40,350
Tomohawk,"FLYING,FIGHTING","1.27 m, 37.2 kg","Intimidate,Prankster,Justified",105,60,90,115,80,85,535
Necturine,"GRASS,GHOST","0.3 m, 1.8 kg","Anticipation,Telepathy",49,55,60,50,75,51,340
Necturna,"GRASS,GHOST","1.65 m, 49.6 kg","Forewarn,Telepathy",64,120,100,85,120,58,547
Mollux,"FIRE,POISON","1.2 m, 41 kg","Dry Skin,Illuminate",95,45,83,131,105,76,535
Cupra,"BUG,PSYCHIC","0.5 m, 4.8 kg","Shield Dust,Keen Eye,Magic Guard",50,60,49,67,30,44,300
Argalis,"BUG,PSYCHIC","1.3 m, 341.4 kg","Shed Skin,Compound Eyes,Overcoat",60,90,89,87,40,54,420
Aurumoth,"BUG,PSYCHIC","2.1 m, 193 kg","Weak Armor,No Guard,Light Metal",110,120,99,117,60,94,600
Brattler,"DARK,GRASS","1.8 m, 11.5 kg","Harvest,Infiltrator,Rattled",80,70,40,20,90,30,330
Malaconda,"DARK,GRASS","5.5 m, 108.8 kg","Harvest,Infiltrator,Drought",115,100,60,40,130,55,500
Cawdet,"STEEL,FLYING","0.76 m, 25 kg","Keen Eye,Volt Absorb,Big Pecks",35,72,85,40,55,88,375
Cawmodore,"STEEL,FLYING","1.7 m, 37 kg","Intimidate,Volt Absorb,Big Pecks",50,92,130,65,75,118,530
Volkritter,"WATER,FIRE","0.3 m, 15 kg","Anticipation,Infiltrator,Unnerve",60,30,50,80,60,70,350
Volkraken,"WATER,FIRE","1.3 m, 44.5 kg","Analytic,Infiltrator,Pressure",100,45,80,135,100,95,555
Snugglow,"ELECTRIC,POISON","1.2 m, 6 kg","Storm Drain,Vital Spirit,Telepathy",40,37,79,91,68,70,385
Plasmanta,"ELECTRIC,POISON","7 m, 460 kg","Storm Drain,Vital Spirit,Telepathy",60,57,119,131,98,100,565
Floatoy,WATER,"0.8 m, 1.9 kg","Water Veil,Heatproof,Swift Swim",48,70,40,70,30,77,335
Caimanoe,"WATER,STEEL","1.4 m, 72.5 kg","Water Veil,Heatproof,Light Metal",73,85,65,80,40,87,430
Naviathan,"WATER,STEEL","3 m, 510 kg","Guts,Heatproof,Light Metal",103,110,90,95,65,97,560
Crucibelle,"ROCK,POISON","1.3 m, 23.6 kg","Regenerator,Mold Breaker,Liquid Ooze",106,105,65,75,85,104,540
Crucibelle-Mega,"ROCK,POISON","1.4 m, 22.5 kg",Magic Guard,106,135,75,91,125,108,640
Pluffle,FAIRY,"0.8 m, 1.8 kg","Natural Cure,Aroma Veil,Friend Guard",74,38,51,65,78,49,355
Kerfluffle,"FAIRY,FIGHTING","2.1 m, 24.2 kg","Natural Cure,Aroma Veil,Friend Guard",84,78,86,115,88,119,570
Pajantom,"DRAGON,GHOST","1.1 m, 3.1 kg",Comatose,84,133,71,51,111,101,551
Mumbao,"GRASS,FAIRY","1 m, 250 kg","Solar Power,Trace,Overcoat",55,30,64,87,73,66,375
Jumbao,"GRASS,FAIRY","2.4 m, 600 kg","Drought,Trace,Overcoat",92,63,97,124,104,96,576
Fawnifer,GRASS,"0.7 m, 6.9 kg","Overgrow,Lightning Rod",49,61,42,52,40,76,320
Electrelk,"GRASS,ELECTRIC","1.4 m, 41.5 kg","Overgrow,Galvanize",59,81,67,57,55,101,420
Caribolt,"GRASS,ELECTRIC","2.5 m, 140 kg","Overgrow,Galvanize",84,106,82,77,80,106,535
Smogecko,FIRE,"0.5 m, 8.5 kg","Blaze,Technician",48,66,43,58,48,56,319
Smoguana,"FIRE,GROUND","1.5 m, 22.2 kg","Blaze,Technician",68,86,53,68,68,76,419
Smokomodo,"FIRE,GROUND","2.2 m, 205 kg","Blaze,Technician",88,116,67,88,78,97,534
Swirlpool,WATER,"0.5 m, 7 kg","Torrent,Poison Heal",61,49,70,50,62,28,320
Coribalis,"WATER,BUG","1.4 m, 24.5 kg","Torrent,Poison Heal",76,69,90,65,77,43,420
Snaelstrom,"WATER,BUG","2 m, 120 kg","Torrent,Poison Heal",91,94,110,80,97,63,535
Justyke,"STEEL,GROUND","0.4 m, 36.5 kg","Levitate,Stalwart,Justified",72,70,56,83,68,30,379
Equilibra,"STEEL,GROUND","0.8 m, 51.3 kg","Levitate,Stalwart,Justified",102,50,96,121,118,60,547
Solotl,"FIRE,DRAGON","0.6 m, 11.8 kg","Regenerator,Vital Spirit,Magician",68,48,34,72,24,84,330
Astrolotl,"FIRE,DRAGON","1.9 m, 50 kg","Regenerator,Vital Spirit,Magician",108,108,74,92,64,114,560
Miasmite,"BUG,DRAGON","0.6 m, 10.1 kg","Neutralizing Gas,Hyper Cutter,Compound Eyes",40,85,60,52,52,44,333
Miasmaw,"BUG,DRAGON","1.2 m, 57 kg","Neutralizing Gas,Hyper Cutter,Compound Eyes",85,135,60,115,85,92,572
Pokestar Smeargle,NORMAL,"1.5 m, 61 kg","Own Tempo,Technician,Moody",55,20,35,20,45,75,250
Pokestar UFO,"FLYING,ELECTRIC","1.5 m, 61 kg",Levitate,100,100,100,100,100,100,600
Pokestar UFO-2,"PSYCHIC,ELECTRIC","1.5 m, 61 kg",Levitate,100,100,100,100,100,100,600
Pokestar Brycen-Man,"DARK,PSYCHIC","1.5 m, 61 kg",Levitate,100,100,100,100,100,100,600
Pokestar MT,STEEL,"1.5 m, 61 kg",Analytic,100,100,100,100,100,100,600
Pokestar MT2,"STEEL,ELECTRIC","1.5 m, 61 kg",Flash Fire,100,100,100,100,100,100,600
Pokestar Transport,STEEL,"1.5 m, 61 kg",Motor Drive,100,100,100,100,100,100,600
Pokestar Giant,NORMAL,"1.5 m, 61 kg",Huge Power,100,100,100,100,100,100,600
Pokestar Humanoid,NORMAL,"1.5 m, 61 kg",Insomnia,100,100,100,100,100,100,600
Pokestar Monster,DARK,"1.5 m, 61 kg",Pressure,100,100,100,100,100,100,600
Pokestar F-00,"STEEL,NORMAL","1.5 m, 61 kg",Volt Absorb,100,100,100,100,100,100,600
Pokestar F-002,"STEEL,NORMAL","1.5 m, 61 kg",Reckless,100,100,100,100,100,100,600
Pokestar Spirit,"DARK,GHOST","1.5 m, 61 kg",Wonder Guard,100,100,100,100,100,100,600
Pokestar Black Door,GRASS,"1.5 m, 61 kg",Early Bird,100,100,100,100,100,100,600
Pokestar White Door,FIRE,"1.5 m, 61 kg",Blaze,100,100,100,100,100,100,600
Pokestar Black Belt,FIGHTING,"1.5 m, 61 kg",Huge Power,100,100,100,100,100,100,600
